ID,Class
11872,D
11873,A
11874,G
11875,O
11876,S
11877,u
11878,s
11879,O
11880,N
11881,A
11882,O
11883,M
11884,t
11885,N
11886,S
11887,R
11888,r
11889,T
11890,I
11891,O
11892,n
11893,N
11894,R
11895,a
11896,S
11897,T
11898,a
11899,N
11900,A
11901,S
11902,H
11903,N
11904,N
11905,7
11906,H
11907,O
11908,S
11909,M
11910,S
11911,E
11912,R
11913,E
11914,V
11915,A
11916,E
11917,A
11918,I
11919,M
11920,z
11921,a
11922,L
11923,h
11924,e
11925,I
11926,R
11927,O
11928,L
11929,R
11930,A
11931,O
11932,L
11933,I
11934,Z
11935,2
11936,O
11937,I
11938,S
11939,N
11940,C
11941,O
11942,M
11943,Y
11944,C
11945,E
11946,A
11947,T
11948,H
11949,n
11950,O
11951,O
11952,A
11953,T
11954,S
11955,D
11956,D
11957,E
11958,N
11959,A
11960,R
11961,u
11962,E
11963,E
11964,R
11965,A
11966,O
11967,r
11968,A
11969,I
11970,a
11971,E
11972,C
11973,S
11974,T
11975,C
11976,T
11977,E
11978,N
11979,A
11980,C
11981,A
11982,A
11983,D
11984,A
11985,E
11986,E
11987,H
11988,D
11989,B
11990,O
11991,E
11992,L
11993,E
11994,A
11995,C
11996,A
11997,T
11998,A
11999,R
12000,T
12001,T
12002,A
12003,n
12004,H
12005,R
12006,I
12007,A
12008,A
12009,S
12010,3
12011,U
12012,M
12013,E
12014,7
12015,F
12016,A
12017,R
12018,S
12019,D
12020,S
12021,O
12022,d
12023,B
12024,S
12025,I
12026,S
12027,A
12028,O
12029,I
12030,R
12031,N
12032,D
12033,I
12034,O
12035,k
12036,G
12037,n
12038,C
12039,E
12040,D
12041,O
12042,N
12043,O
12044,S
12045,M
12046,S
12047,A
12048,R
12049,O
12050,A
12051,O
12052,T
12053,E
12054,B
12055,O
12056,A
12057,H
12058,C
12059,A
12060,A
12061,G
12062,E
12063,N
12064,M
12065,2
12066,e
12067,I
12068,E
12069,C
12070,i
12071,L
12072,C
12073,a
12074,A
12075,R
12076,I
12077,R
12078,X
12079,E
12080,G
12081,E
12082,A
12083,A
12084,S
12085,B
12086,a
12087,a
12088,n
12089,N
12090,A
12091,O
12092,N
12093,T
12094,N
12095,K
12096,E
12097,S
12098,A
12099,R
12100,n
12101,E
12102,E
12103,L
12104,L
12105,I
12106,T
12107,T
12108,M
12109,D
12110,A
12111,A
12112,M
12113,A
12114,N
12115,E
12116,N
12117,C
12118,N
12119,N
12120,B
12121,T
12122,E
12123,O
12124,O
12125,E
12126,T
12127,O
12128,S
12129,M
12130,K
12131,O
12132,R
12133,S
12134,S
12135,O
12136,A
12137,S
12138,U
12139,N
12140,O
12141,G
12142,L
12143,S
12144,A
12145,A
12146,R
12147,E
12148,R
12149,E
12150,R
12151,D
12152,S
12153,A
12154,E
12155,I
12156,a
12157,A
12158,D
12159,O
12160,E
12161,L
12162,G
12163,t
12164,E
12165,O
12166,C
12167,O
12168,R
12169,D
12170,S
12171,P
12172,C
12173,i
12174,T
12175,2
12176,S
12177,A
12178,S
12179,O
12180,A
12181,S
12182,O
12183,I
12184,r
12185,B
12186,A
12187,D
12188,I
12189,E
12190,R
12191,u
12192,e
12193,S
12194,E
12195,M
12196,E
12197,O
12198,3
12199,t
12200,m
12201,E
12202,X
12203,S
12204,I
12205,s
12206,A
12207,S
12208,V
12209,S
12210,i
12211,T
12212,S
12213,N
12214,I
12215,T
12216,e
12217,A
12218,e
12219,E
12220,m
12221,I
12222,A
12223,M
12224,M
12225,R
12226,I
12227,C
12228,s
12229,S
12230,O
12231,2
12232,E
12233,E
12234,u
12235,E
12236,N
12237,E
12238,A
12239,A
12240,O
12241,H
12242,B
12243,N
12244,P
12245,H
12246,R
12247,M
12248,O
12249,T
12250,s
12251,T
12252,O
12253,T
12254,D
12255,I
12256,h
12257,S
12258,O
12259,e
12260,N
12261,O
12262,W
12263,O
12264,B
12265,R
12266,O
12267,O
12268,G
12269,a
12270,a
12271,O
12272,2
12273,A
12274,u
12275,O
12276,m
12277,E
12278,C
12279,q
12280,E
12281,E
12282,b
12283,R
12284,C
12285,S
12286,R
12287,T
12288,M
12289,E
12290,h
12291,s
12292,O
12293,A
12294,N
12295,O
12296,m
12297,A
12298,A
12299,O
12300,O
12301,A
12302,E
12303,i
12304,S
12305,M
12306,A
12307,O
12308,S
12309,r
12310,A
12311,A
12312,S
12313,O
12314,M
12315,A
12316,A
12317,O
12318,O
12319,A
12320,R
12321,S
12322,i
12323,A
12324,R
12325,A
12326,E
12327,A
12328,T
12329,T
12330,E
12331,T
12332,E
12333,F
12334,i
12335,O
12336,N
12337,C
12338,S
12339,a
12340,u
12341,R
12342,G
12343,i
12344,E
12345,E
12346,I
12347,O
12348,O
12349,A
12350,a
12351,S
12352,R
12353,E
12354,k
12355,E
12356,E
12357,B
12358,T
12359,I
12360,A
12361,N
12362,i
12363,V
12364,2
12365,R
12366,K
12367,T
12368,E
12369,I
12370,A
12371,O
12372,S
12373,B
12374,N
12375,y
12376,I
12377,M
12378,E
12379,C
12380,R
12381,I
12382,T
12383,C
12384,L
12385,A
12386,T
12387,S
12388,Y
12389,N
12390,N
12391,i
12392,L
12393,A
12394,O
12395,A
12396,C
12397,A
12398,S
12399,A
12400,A
12401,E
12402,L
12403,S
12404,D
12405,A
12406,T
12407,S
12408,T
12409,E
12410,N
12411,O
12412,N
12413,M
12414,N
12415,A
12416,I
12417,J
12418,O
12419,7
12420,O
12421,O
12422,I
12423,R
12424,R
12425,J
12426,A
12427,R
12428,N
12429,O
12430,E
12431,A
12432,O
12433,A
12434,T
12435,N
12436,A
12437,A
12438,P
12439,A
12440,A
12441,S
12442,A
12443,E
12444,O
12445,i
12446,a
12447,s
12448,I
12449,E
12450,A
12451,A
12452,A
12453,E
12454,A
12455,E
12456,I
12457,I
12458,E
12459,E
12460,A
12461,E
12462,I
12463,A
12464,I
12465,S
12466,i
12467,d
12468,R
12469,M
12470,C
12471,I
12472,q
12473,S
12474,E
12475,E
12476,A
12477,T
12478,T
12479,m
12480,O
12481,I
12482,A
12483,L
12484,D
12485,m
12486,n
12487,R
12488,m
12489,m
12490,2
12491,I
12492,R
12493,L
12494,A
12495,C
12496,E
12497,l
12498,X
12499,O
12500,O
12501,R
12502,N
12503,M
