ID,Class
11857,1
11858,4
11859,D
11860,a
11861,n
11862,1
11863,E
11864,F
11865,i
11866,d
11867,A
11868,t
11869,n
11870,I
11871,I
11872,a
11873,A
11874,G
11875,O
11876,a
11877,u
11878,B
11879,O
11880,N
11881,P
11882,O
11883,N
11884,U
11885,j
11886,S
11887,R
11888,T
11889,M
11890,I
11891,b
11892,T
11893,R
11894,e
11895,N
11896,S
11897,E
11898,g
11899,F
11900,C
11901,S
11902,H
11903,t
11904,1
11905,Z
11906,H
11907,0
11908,S
11909,F
11910,L
11911,M
11912,R
11913,E
11914,N
11915,C
11916,S
11917,S
11918,y
11919,M
11920,M
11921,P
11922,V
11923,h
11924,e
11925,M
11926,R
11927,O
11928,L
11929,R
11930,A
11931,O
11932,L
11933,0
11934,1
11935,2
11936,0
11937,I
11938,S
11939,W
11940,C
11941,g
11942,N
11943,J
11944,C
11945,S
11946,A
11947,r
11948,H
11949,O
11950,O
11951,0
11952,A
11953,T
11954,E
11955,D
11956,b
11957,G
11958,H
11959,q
11960,e
11961,U
11962,E
11963,E
11964,R
11965,B
11966,O
11967,r
11968,A
11969,I
11970,T
11971,E
11972,H
11973,S
11974,T
11975,C
11976,t
11977,F
11978,H
11979,A
11980,c
11981,P
11982,6
11983,O
11984,H
11985,O
11986,U
11987,H
11988,D
11989,E
11990,O
11991,A
11992,H
11993,R
11994,A
11995,C
11996,W
11997,T
11998,A
11999,E
12000,T
12001,I
12002,K
12003,W
12004,H
12005,P
12006,A
12007,M
12008,A
12009,a
12010,3
12011,D
12012,j
12013,E
12014,7
12015,P
12016,A
12017,R
12018,R
12019,D
12020,T
12021,i
12022,9
12023,B
12024,S
12025,U
12026,S
12027,H
12028,G
12029,I
12030,e
12031,J
12032,D
12033,j
12034,O
12035,R
12036,6
12037,r
12038,1
12039,E
12040,D
12041,D
12042,E
12043,O
12044,C
12045,M
12046,S
12047,a
12048,R
12049,A
12050,R
12051,G
12052,D
12053,E
12054,B
12055,R
12056,A
12057,H
12058,D
12059,E
12060,C
12061,j
12062,I
12063,K
12064,M
12065,2
12066,e
12067,T
12068,H
12069,i
12070,K
12071,H
12072,C
12073,a
12074,A
12075,Q
12076,C
12077,R
12078,X
12079,h
12080,R
12081,E
12082,a
12083,1
12084,S
12085,B
12086,a
12087,b
12088,m
12089,S
12090,A
12091,O
12092,M
12093,I
12094,y
12095,K
12096,L
12097,S
12098,I
12099,R
12100,1
12101,r
12102,e
12103,D
12104,L
12105,I
12106,Y
12107,T
12108,H
12109,U
12110,n
12111,A
12112,I
12113,X
12114,M
12115,0
12116,K
12117,C
12118,R
12119,N
12120,E
12121,Y
12122,L
12123,A
12124,S
12125,T
12126,I
12127,0
12128,S
12129,A
12130,K
12131,O
12132,R
12133,E
12134,E
12135,O
12136,E
12137,U
12138,O
12139,d
12140,C
12141,G
12142,L
12143,5
12144,A
12145,A
12146,R
12147,1
12148,g
12149,E
12150,E
12151,D
12152,E
12153,9
12154,C
12155,r
12156,A
12157,A
12158,b
12159,O
12160,r
12161,L
12162,e
12163,f
12164,C
12165,0
12166,C
12167,O
12168,P
12169,D
12170,5
12171,C
12172,A
12173,3
12174,T
12175,I
12176,S
12177,A
12178,E
12179,O
12180,q
12181,C
12182,O
12183,C
12184,G
12185,B
12186,A
12187,D
12188,r
12189,E
12190,N
12191,u
12192,e
12193,S
12194,E
12195,N
12196,t
12197,O
12198,9
12199,t
12200,W
12201,E
12202,K
12203,S
12204,T
12205,S
12206,A
12207,B
12208,Y
12209,S
12210,i
12211,T
12212,G
12213,W
12214,T
12215,E
12216,e
12217,U
12218,1
12219,B
12220,m
12221,I
12222,h
12223,N
12224,N
12225,P
12226,I
12227,O
12228,t
12229,S
12230,O
12231,2
12232,a
12233,r
12234,C
12235,E
12236,1
12237,j
12238,A
12239,T
12240,P
12241,R
12242,B
12243,S
12244,P
12245,H
12246,R
12247,M
12248,V
12249,Z
12250,S
12251,r
12252,O
12253,n
12254,U
12255,f
12256,h
12257,9
12258,I
12259,e
12260,2
12261,O
12262,m
12263,D
12264,J
12265,e
12266,O
12267,B
12268,G
12269,O
12270,6
12271,O
12272,2
12273,a
12274,U
12275,g
12276,U
12277,J
12278,C
12279,4
12280,R
12281,E
12282,b
12283,e
12284,C
12285,T
12286,2
12287,E
12288,u
12289,e
12290,R
12291,S
12292,p
12293,A
12294,N
12295,O
12296,m
12297,R
12298,C
12299,e
12300,I
12301,N
12302,R
12303,O
12304,S
12305,W
12306,A
12307,O
12308,5
12309,r
12310,e
12311,A
12312,M
12313,D
12314,M
12315,q
12316,A
12317,O
12318,g
12319,n
12320,R
12321,G
12322,i
12323,D
12324,R
12325,A
12326,N
12327,r
12328,L
12329,I
12330,E
12331,D
12332,F
12333,F
12334,Y
12335,O
12336,N
12337,H
12338,c
12339,7
12340,J
12341,R
12342,G
12343,r
12344,E
12345,T
12346,I
12347,O
12348,D
12349,A
12350,a
12351,S
12352,R
12353,E
12354,K
12355,h
12356,E
12357,G
12358,K
12359,I
12360,A
12361,i
12362,t
12363,V
12364,2
12365,P
12366,K
12367,H
12368,E
12369,I
12370,G
12371,O
12372,E
12373,G
12374,N
12375,V
12376,O
12377,M
12378,C
12379,C
12380,9
12381,r
12382,T
12383,O
12384,L
12385,A
12386,C
12387,t
12388,Y
12389,U
12390,E
12391,I
12392,L
12393,r
12394,g
12395,u
12396,C
12397,1
12398,E
12399,d
12400,A
12401,E
12402,L
12403,t
12404,D
12405,A
12406,U
12407,E
12408,T
12409,L
12410,N
12411,O
12412,N
12413,w
12414,t
12415,m
12416,i
12417,J
12418,O
12419,7
12420,b
12421,D
12422,I
12423,R
12424,R
12425,J
12426,A
12427,R
12428,E
12429,O
12430,E
12431,K
12432,f
12433,O
12434,i
12435,F
12436,A
12437,E
12438,O
12439,H
12440,R
12441,G
12442,A
12443,m
12444,O
12445,i
12446,b
12447,S
12448,O
12449,b
12450,A
12451,S
12452,A
12453,E
12454,4
12455,O
12456,K
12457,I
12458,X
12459,t
12460,A
12461,S
12462,i
12463,m
12464,y
12465,E
12466,I
12467,d
12468,e
12469,N
12470,C
12471,I
12472,q
12473,C
12474,E
12475,I
12476,V
12477,T
12478,n
12479,W
12480,O
12481,n
12482,A
12483,L
12484,D
12485,m
12486,D
12487,A
12488,m
12489,M
12490,G
12491,S
12492,R
12493,4
12494,G
12495,C
12496,E
12497,I
12498,X
12499,O
12500,O
12501,R
12502,N
12503,M
